Text,Level,A1,A2,B1,B2,C1,C2,Labels,Text Count
"Louvers are rarely seen as primary design elements in the language of modern architecture , but rather simply a technical device . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",22
"Coussmaker sat for Reynolds 21 times and his horse 8 times between February 9 and April 16 , 1782 - an exceptional number of times . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",26
"Secondary cells are rechargeable , and may be reused multiple times . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
Secondary cells are rechargeable . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",5
"By the 40s AD , the political situation within Britain was apparently in ferment . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
"Each of the eight round uses six sub-keys , while the half- round uses four ; for a total of 52 sub-keys . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",23
The use of medial caps for compound identifiers is recommended by the coding style guidelines of many organizations or software projects . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",22
"Since these lust and attraction stages are both described as temporary , a third stage might describe long-term love . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
"Since the lust and attraction stages are both considered temporary , a third stage is needed to account for long -term relationships . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",23
Those who advocate it are concerned with the later phases of product lifecycle and the comprehensive outcome of the whole production process . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",23
Those who advocate these measures are concerned with the later phases of product lifecycle and the comprehensive outcome of the whole production process . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",24
The lower part of the trap contains glands which absorb nutrients from captured prey . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
The lower part of the trap contains glands which take nutrients from captured insects . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
The purpose of classification is to protect information from being used to damage or cause danger to national security . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
Angling is the main method of sport fishing . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",9
There are different hypotheses about when and where PIE was spoken . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
The distinctive horns and muscular neck may have been used in fighting rivals of its own species . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
"They have mobile units , such as jeeps or convertibles , thanks to which they can quickly reach the required events . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",22
A mouse or a rat strain is a group of animals that is genetically uniform . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
A laboratory mouse or rat strain is a group of animals that is genetically uniform . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
"The National Parks Act of 1980 was established in order to codify the purpose , governance and selection of national parks . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",22
It was not uncommon in ancient time to attribute to celebrated authors works that were not written by them . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
"In the 14th century , the word described the roughness of woven cloth before it was cut . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
"Stories of black mambas that chase and attack humans are common , but in fact the snakes generally avoid contact with humans . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",23
"There are many stories of mambas chasing humans , but these snakes usually prefer to avoid contact with humans . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
"Over 120 species of cuttlefish are currently recognized , grouped into six families . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
"There are over 120 species of living cuttlefish , in 5 genera . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
Georges Head was armed with four 80 pounder rifled muzzle loading guns and two 68 - pounder guns . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",19
Georges Head was armed with four 80 pounder cannons and two 68 pounder cannons . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
"The Romans adopted the Greek tradition , writing at first in Greek , but eventually chronicling their history in a freshly non-Greek language . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",24
"There is also a four color theorem , which is stronger , and much more difficult to prove . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",19
Copper is the electrical conductor in many categories of electrical wiring . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
Copper is the most widely used conductor in many kinds of electrical wiring . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
The naked mole- rat does not regulate its body temperature in typical mammalian fashion . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
The naked mole rat can only regulate its body temperature in the typical mammalian fashion over a relatively narrow range of temperatures . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",23
"Some performers or groups put on very elaborate and expensive affairs , with parts of the show being similar to a theater performance . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",24
Some performers or groups put on very elaborate and expensive shows . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
"Black powder rocket motors are only produced in small sizes , to reduce the risk of explosion and a loss of efficiency . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",23
There are possible health concerns of sugar substitutes and caffeine overuse . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
Many consumers are concerned about possible health effects of sugar substitutes and caffeine overuse . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
Cleaner shrimps are often included in saltwater aquaria partly due to their cleansing function and partly due to their brightly colored appearance . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",23
The bridge 's movements were caused by a'positive feedback ' phenomenon . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
"When war broke out again in 1282 , it was an entirely different undertaking . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
"The passage was relatively fast , but the mortality rate was the highest in the history of transportation to Australia . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",21
The Vampire Squid likely reproduces slowly by way of a small number of large eggs . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
"On poor , dry soils tropical heathlands can be found . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",11
Another risk is that most BASE jumping venues have very small areas in which to land . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
"Prior to 10 September 2015 , Nepal was divided into five developmental regions and fourteen administrative zones . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
"Before 2017 , Nepal was divided into five development regions which were then divided into zones . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
"Largely because of their rugged , inaccessible habitat , they are very poorly known and have traditionally been considered rare . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",21
"Largely because of their rugged , inaccessible habitat , they are very poorly known . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
The genre itself was defined as different from post- punk due to its darker music and romantic lyrics . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",19
"He founded several schools in German and French-speaking regions of Switzerland , and wrote explaining his principles of education . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
He founded several educational institutions both in German - and French-speaking regions of Switzerland and wrote many works explaining his revolutionary modern principles of education . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",26
Inflammation is one of the first responses of the immune system to infection or irritation . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
The country 's provinces are divided into 337 municipalities . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",10
"Ammonia is one of the most produced inorganic chemicals , with global production reported at 176 million tonnes in 2014 . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",21
"Because of its many uses , ammonia is one of the most highly produced inorganic chemicals . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
Maria initially fulfilled the traditional role of pioneering housewife and mother . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
Australian envelopes and postcards often have four square boxes printed in orange at the bottom right for the postcode . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
In 2012 Nanninga went into a coma and only regained consciousness five months later . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
In 2012 Nanninga went into a coma and only regained conscience five months later . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
"Tickets for the event commenced sale to the public on November 3 , 2007 . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
"Historically , a constable could also be someone in charge of the defence of a castle . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
Prey includes a wide variety of small to medium-sized mammals and birds . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
Prey includes a wide variety of mammals and birds . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",10
Trees from the same region will tend to develop the same patterns of ring widths for a given period . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
Limestone makes up about 10  of the total volume of all sedimentary rocks . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
About 10  of all sedimentary rocks are limestones . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",9
Eight anarchists were convicted of conspiracy . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",7
Healthy gums usually have no reaction to normal disturbance such as brushing . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
"In the United States , about 2  of people have hepatitis C , with 35,000 to 185,000 new cases a year . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",22
He collaborated with major scientific figures and travelers of the period on projects involving their studies . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
"After leaving the brain , the cranial nerves travel inside the skull . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
There are properties which allow one to recognize certain divisors of a number from the number 's digits . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",19
There are divisibility rules that allow one to recognize certain divisors of a number from the number 's digits . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
"In addition , there are 16 associate members and 3 affiliate members . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
"In astronomy , the brightness of an object is given in terms of its absolute magnitude . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
The brightness of an object can be expressed in terms of its absolute magnitude . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
"A factoring system was made come into existence for para-alpine skiing for three general groups  being seated , standing and not seeing . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",23
The witches are sitting round a cauldron in a dark cave . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
For nearly a decade his work was directed mainly to the relationship of man to the apes . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
For nearly ten years he worked on the relationship of man to the apes . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
"At the time of his disappearance he had climbed 10 out of the 14 eight - thousanders , all without supplementary oxygen . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",23
"He had climbed 10 out of 14 eight - thousanders , all without supplementary oxygen . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
"The professors currently hold their positions for three years , extendable for a fourth year , and give six lectures a year . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",23
"Flare stars are intrinsically faint , but have been found to distances of 1,000 light years from Earth . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",19
"Flare stars are give off relatively little light , but have been found as far away as 1,000 light years from Earth . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",23
"The settlement was founded by reason of two old merchant roads crossing nearby , as well as a ford crossing the river Ems . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",24
The settlement was near to the crossing of two old merchant roads and a ford over the river Ems . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
The following table lays out the chronology of the construction of most of the major pyramids mentioned here . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",19
The South developed an agricultural economy dependent on commodity crops . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",11
"The main rooftop mast supports two FM master antennas , and a top-mounted television antenna previously used by WBPX . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
"The main rooftop mast has two FM master antennas , and a television antenna . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
"Amusement park go-karts can be powered by four-stroke engines or electric motors , while racing karts use small two -stroke or four-stroke engines . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",24
Special types of stairs include escalators and ladders . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",9
Special stairways include escalators and ladders . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",7
"For most untrained people , the process of smelling gives little information concerning the specific ingredients of an odor . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
"For most people , the process of smelling gives little information concerning the ingredients of a substance . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
"The Canons are not supposed to be an absolute explanation of the Reformed doctrine , but only explain the five points of doctrine that were being argued over . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",29
Emission nebulae often have dark areas in them which result from clouds of dust which block the light . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",19
Bland was diagnosed with terminal breast cancer in November 2016 . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",11
Bland was diagnosed with triple- negative breast cancer in November 2016 . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
"The mouth is located just behind the head , after a rostrum , on the underside of the body . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
The districts were abolished per 3 October 2015 . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",9
"The median income for a household in the city as of the 2000 census was  62,550 , while the median income for a family was  67,500 . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",27
This technique has long been used to produce flexible metal wire by drawing the material through a series of dies of decreasing size . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",24
"Since the middle of the 20th century , citadels usually protect military center , rather than cities or towns . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
The orbits of centaurs change from time to time because of interactions with the giant planets . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
"First , Euler pointed out that the choice of route inside each land mass is irrelevant . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
"First , Euler pointed out that the choice of route inside each land mass does not matter . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
Boiling tubes are made from borosilicate glass that can withstand high temperatures . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
Coherence defines the behavior of reads and writes to a single address location . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
Coherence defines the behavior of reads and writes to the same memory location . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
Later reception of the album has been more uniformly positive . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",11
Germany is a constitutional federal democracy . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",7
"Consistent with other roles in modern corporations , management accountants have a dual reporting relationship . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
The town was founded in 1828 and incorporated as a village in 1875 . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
In four U. S.  states the child is allowed to bring a wrongful life cause of action for such damages . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",21
The white - tailed eagle is a very large bird and one of the largest living birds of prey . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
"The effectiveness of the measure has been questioned , since the video is not available only on YouTube , but rather has become an Internet phenomenon . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",27
"The effectiveness of the measure was questioned , since the video was available not only on YouTube , but also on other sites as part of an Internet phenomenon . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",30
